0,1
1,5
2,6
3,6
4,1
5,7
6,5
7,0
8,5
9,6
10,2
11,3
12,5
13,1
14,5
15,3
16,0
17,0
18,2
19,2
20,1
21,1
22,6
23,2
24,7
25,0
26,3
27,4
28,6
29,4
30,5
31,7
32,1
33,6
34,4
35,5
36,4
37,1
38,2
39,4
40,6
41,3
42,3
43,4
44,1
45,3
46,7
47,3
48,2
49,3
50,5
51,0
52,3
53,5
54,1
55,6
56,3
57,7
58,2
59,0
60,1
61,7
62,5
63,2
64,7
65,0
66,1
67,1
68,6
69,6
70,3
71,1
72,7
73,5
74,0
75,2
76,7
77,0
78,4
79,3
80,3
81,6
82,1
83,3
84,4
85,3
86,5
87,5
88,4
89,2
90,2
91,2
92,4
93,1
94,4
95,2
96,2
97,4
98,2
99,5
100,3
101,3
102,0
103,6
104,5
105,0
106,4
107,1
108,1
109,0
110,1
111,5
112,0
113,3
114,5
115,3
116,1
117,4
118,5
119,2
120,0
121,3
122,0
123,7
124,4
125,1
126,4
127,3
128,4
129,0
130,3
131,0
132,5
133,3
134,7
135,5
136,4
137,3
138,1
139,1
140,7
141,7
142,1
143,5
144,0
145,7
146,0
147,4
148,6
149,7
150,1
151,0
152,5
153,6
154,5
155,1
156,1
157,7
158,0
159,0
160,2
161,4
162,0
163,3
164,2
165,7
166,3
167,6
168,5
169,3
170,7
171,4
172,1
173,4
174,7
175,0
176,0
177,5
178,7
179,3
180,0
181,6
182,5
183,2
184,6
185,1
186,0
187,2
188,0
189,7
190,0
191,1
192,1
193,0
194,7
195,3
196,6
197,5
198,5
199,2
200,6
201,0
202,5
203,1
204,6
205,7
206,3
207,6
208,7
209,2
210,2
211,2
212,1
213,6
214,5
215,5
216,5
217,0
218,2
219,7
220,7
221,5
222,0
223,0
224,4
225,3
226,7
227,2
228,4
229,0
230,3
231,5
232,7
233,2
234,5
235,6
236,3
237,3
238,7
239,4
240,3
241,1
242,0
243,5
244,7
245,4
246,7
247,5
248,3
249,4
250,6
251,3
252,7
253,1
254,2
255,0
256,6
257,3
258,6
259,0
260,5
261,1
262,4
263,5
264,5
265,6
266,7
267,0
268,1
269,2
270,2
271,7
272,2
273,5
274,6
275,4
276,3
277,6
278,6
279,5
280,7
281,7
282,6
283,7
284,0
285,0
286,7
287,7
288,6
289,4
290,4
291,1
292,0
293,4
294,4
295,2
296,7
297,1
298,2
299,2
300,0
301,4
302,3
303,4
304,4
305,4
306,5
307,1
308,3
309,5
310,1
311,3
312,7
313,0
314,0
315,6
316,5
317,1
318,0
319,5
320,0
321,0
322,0
323,5
324,3
325,4
326,0
327,4
328,1
329,5
330,5
331,4
332,4
333,2
334,0
335,2
336,7
337,4
338,0
339,3
340,5
341,0
342,1
343,1
344,3
345,4
346,7
347,0
348,5
349,4
350,7
351,0
352,2
353,3
354,2
355,7
356,7
357,0
358,2
