0,4
1,4
2,3
3,7
4,7
5,3
6,2
7,3
8,5
9,7
10,3
11,6
12,4
13,5
14,5
15,2
16,4
17,1
18,7
19,7
20,0
21,7
22,4
23,6
24,2
25,0
26,0
27,1
28,0
29,3
30,1
31,1
32,6
33,5
34,3
35,0
36,3
37,3
38,0
39,7
40,0
41,0
42,7
43,1
44,7
45,1
46,2
47,0
48,0
49,0
50,1
51,4
52,2
53,3
54,2
55,0
56,7
57,0
58,2
59,0
60,7
61,3
62,0
63,7
64,5
65,2
66,5
67,6
68,7
69,2
70,4
71,2
72,1
73,5
74,5
75,1
76,5
77,0
78,1
79,5
80,4
81,1
82,6
83,1
84,0
85,4
86,1
87,2
88,3
89,5
90,6
91,4
92,2
93,0
94,4
95,6
96,4
97,7
98,5
99,6
100,7
101,5
102,4
103,6
104,6
105,2
106,4
107,0
108,3
109,3
110,7
111,3
112,7
113,0
114,0
115,5
116,7
117,5
118,5
119,5
120,4
121,4
122,4
123,5
124,1
125,6
126,0
127,3
128,0
129,3
130,3
131,1
132,1
133,2
134,2
135,2
136,7
137,6
138,2
139,0
140,5
141,2
142,0
143,3
144,7
145,7
146,4
147,0
148,1
149,0
150,2
151,5
152,7
153,2
154,0
155,3
156,6
157,2
158,1
159,0
160,5
161,6
162,1
163,7
164,6
165,5
166,2
167,0
168,6
169,5
170,4
171,7
172,2
173,7
174,5
175,7
176,6
177,6
178,7
179,2
180,4
181,1
182,5
183,2
184,6
185,2
186,0
187,7
188,1
189,2
190,2
191,5
192,6
193,0
194,2
195,5
196,5
197,1
198,3
199,1
200,2
201,5
202,4
203,2
204,3
205,6
206,6
207,3
208,2
209,7
210,7
211,4
212,3
213,3
214,2
215,1
216,0
217,3
218,3
219,1
220,1
221,5
222,3
223,6
224,3
225,1
226,0
227,0
228,3
229,0
230,6
231,0
232,7
233,7
234,6
235,3
236,2
237,7
238,3
239,5
240,2
241,7
242,4
243,3
244,2
245,7
246,1
247,3
248,0
249,5
250,1
251,0
252,4
253,3
254,1
255,5
256,1
257,4
258,1
259,5
260,0
261,1
262,5
263,3
264,6
265,5
266,2
267,1
268,3
269,6
270,7
271,2
272,2
273,6
274,6
275,3
276,1
277,4
278,7
279,1
280,2
281,4
282,5
283,5
284,4
285,5
286,5
287,4
288,0
289,6
290,6
291,3
292,7
293,2
294,7
295,3
296,5
297,5
298,6
299,1
300,5
301,3
302,7
303,7
304,7
305,1
306,4
307,4
308,7
309,3
310,0
311,4
312,1
313,6
314,6
315,0
316,1
317,2
318,0
319,4
320,3
321,3
322,1
323,6
324,4
325,4
326,0
327,4
328,6
329,0
330,3
331,3
332,1
333,3
334,2
335,6
336,0
337,6
338,7
339,7
340,3
341,4
342,4
343,1
344,7
345,4
346,0
347,4
348,6
349,2
350,2
351,2
352,4
353,2
354,1
355,6
356,2
357,0
358,1
359,2
360,6
361,2
362,7
363,6
364,4
365,6
366,2
367,6
368,5
369,1
370,6
371,4
372,5
373,7
374,0
375,1
376,7
377,2
378,2
379,6
380,5
381,5
382,6
383,3
384,4
385,6
386,1
387,4
388,2
389,7
390,1
391,1
392,3
393,7
394,3
395,4
396,7
397,1
398,1
399,1
400,5
401,5
402,7
403,0
404,1
405,2
406,5
407,5
408,6
409,1
410,5
411,2
412,6
413,1
414,2
415,1
416,4
417,6
418,1
419,7
420,3
421,0
422,1
423,6
424,2
425,2
426,2
427,6
428,4
429,6
430,6
431,6
432,6
433,6
434,5
435,0
436,2
437,4
438,6
439,0
440,0
441,1
442,6
443,7
444,6
445,6
446,2
447,3
448,0
449,0
450,2
451,3
452,5
453,3
454,1
455,0
456,2
457,1
458,5
459,4
460,4
461,3
462,2
463,3
464,0
465,0
466,6
467,6
468,1
469,4
470,1
471,1
472,7
473,1
474,0
475,0
476,0
477,6
478,5
479,1
480,0
481,6
482,4
483,1
484,7
485,7
486,0
487,3
488,3
489,7
490,5
491,0
492,2
493,1
494,2
495,5
496,3
497,5
498,1
499,4
500,3
501,3
502,6
503,7
504,2
505,2
506,4
507,0
508,6
509,5
510,2
511,4
512,1
513,3
514,6
515,2
516,7
517,7
518,6
519,5
520,3
521,0
522,6
523,3
524,3
525,7
526,0
527,1
528,2
529,2
530,4
531,0
532,5
533,0
534,3
535,5
536,0
537,0
538,6
539,5
540,1
541,1
542,6
543,5
544,2
545,2
546,0
547,1
548,2
549,1
550,2
551,6
552,2
553,3
554,0
555,7
556,3
557,0
558,3
559,4
560,0
561,1
562,2
563,7
564,1
565,4
566,1
567,4
568,2
569,5
570,4
571,6
572,1
573,2
574,2
575,2
576,5
577,1
578,1
579,7
580,6
581,5
582,3
583,1
584,4
585,2
586,0
587,7
588,4
589,5
590,7
591,6
592,4
593,3
594,4
595,4
596,5
597,5
598,2
599,0
600,0
601,3
602,1
603,3
604,7
605,4
606,0
607,1
608,4
609,4
610,1
611,4
612,0
613,1
614,1
615,5
616,5
617,6
618,2
619,0
620,4
621,6
622,0
623,2
624,0
625,0
626,4
627,6
628,2
629,6
630,3
631,0
632,7
633,7
634,1
635,0
636,5
637,4
638,2
639,1
640,5
641,2
642,4
643,4
644,5
645,3
646,6
647,7
648,3
649,0
650,7
651,3
652,5
653,7
654,0
655,3
656,1
657,2
658,3
659,6
660,0
661,2
662,2
663,7
664,7
665,0
666,7
667,0
668,5
669,6
670,6
671,7
672,7
673,0
674,5
675,4
676,7
677,4
678,0
679,4
680,6
681,4
682,5
683,7
684,3
685,2
686,7
687,0
688,6
689,0
690,5
691,7
692,1
693,2
694,1
695,4
696,2
697,6
698,5
699,2
700,5
701,5
702,4
703,1
704,4
705,0
706,7
707,2
708,6
709,6
710,2
711,2
712,4
713,5
714,0
715,0
716,2
717,1
718,5
719,4
720,3
721,6
722,2
723,6
724,3
725,5
726,7
727,3
728,6
729,4
730,0
731,5
732,2
733,0
734,1
735,2
736,6
737,7
738,6
739,1
740,5
741,2
742,7
743,4
744,6
745,6
746,2
747,6
748,1
749,0
750,7
751,1
752,7
753,0
754,7
755,2
756,2
757,1
758,3
759,1
760,7
761,3
762,2
763,0
764,3
765,7
766,3
767,3
768,2
769,4
770,7
771,3
772,1
773,5
774,3
775,7
776,3
777,1
778,4
779,4
780,1
781,6
782,3
783,3
784,1
785,0
786,5
787,2
788,5
789,0
790,4
791,4
792,6
793,7
794,4
795,2
796,5
797,2
798,0
799,4
800,2
801,6
