-4,0.21658134193360468,0.6287678391187514,0.8868613887242622
0,0.5385944132861493,0.45028316736648993,0.459387355066665
-15,0.5018441432022004,0.4156541944120678,0.4313845872664464
-18,0.24773671538978326,0.30453142214907597,0.31915740535724574
-21,0.21656773992098666,0.19109290007350266,0.18367307659315807
-22,0.19025193211034463,0.08838284828735567,0.07420544939499127
-19,0.06732869181130423,0.12715976272356383,0.08324155084794663
-13,0.11194470007513728,0.1342578423843285,0.08417113949464362
-14,0.06956199719802368,0.02203938250008797,0.046809594474284025
-8,0.05267691497929816,0.09582030421505498,0.025226777789592293
-15,0.034742939580271505,0.05904071548307343,0.09164062080431529
-30,0.014301607754134792,0.07087910728240039,0.09022742334109281
-23,0.015636464210886894,0.012405528871320126,0.011155679926417809
-19,0.06834534966650457,0.04631171090548836,0.020848136457688328
-11,0.04096228990097062,0.0281692625110645,0.02838894514563964
-14,0.027174564033546553,0.03850183889141732,0.06416027108843499
-7,0.03252426391200588,0.05859451737587326,0.031044108545364827
3,0.0442969052333283,0.04231598631995587,0.047957911407374154
6,0.00934982822905085,0.025132916890605993,0.043454281892826296
10,0.038408364210863855,0.027529621411797645,0.010468725734403406
16,0.0047673309255703965,0.03613037083318647,0.0062523129692082634
1,0.0377453067450814,0.021715489774641238,0.029694050989657095
-11,0.007663039540990893,0.02139771919276538,0.03598435874731156
-18,0.04158544676689144,0.024517102332066967,0.04135141972955959
-22,0.022050141499301783,0.01499920628740115,0.02874240439550007
-10,0.02003514051593414,0.0025460239119095137,0.007526230411394362
3,0.016523053972147216,0.031937494192920614,0.032858468900413634
0,0.0020784367195280915,0.03123030892641729,0.011409675751539108
-10,0.010837453014832748,0.007822084391556178,0.02634018143922199
2,0.016791429411008356,0.007173395528459999,0.023182941816353532
16,0.0034700658191001627,0.01205088706220892,0.017862177707988845
6,0.01745313117513891,0.0015882228616710648,0.022574137347426314
9,0.024732424500239117,0.01931245338619792,0.02248375774882117
-1,0.02839722599919506,0.012357608074867969,0.007401070545993769
-12,0.0012641157448413868,0.00885548523291672,0.02400870827006546
-2,0.005630093373197907,0.0011646980454776085,0.018804888773334947
7,0.013438230409002123,0.02430096896621845,0.001610068866028801
2,0.01611228382748907,0.022154245794040944,0.0032505498397970983
-1,0.007799980142236256,0.0026896966635840255,0.02151050894420114
-11,0.007571522163743194,0.017716989113274857,0.02531962361707484
-13,0.000963706675039911,0.0033141345409468848,0.002874865158003446
-12,0.0009485667825254924,0.016111973817553978,0.0006249822222311833
